Price,Living area,County,City,Neighborhood,Number of rooms,Type of flat,Number of floors
248000,62,Splitsko-dalmatinska,Split,Lokve,2-sobni,U stambenoj zgradi,Jednoetažni
180000,46,Splitsko-dalmatinska,Split,Varoš,2-sobni,U kući,Jednoetažni
190000,38,Splitsko-dalmatinska,Split,Split 3,1-sobni,U stambenoj zgradi,Jednoetažni
370000,61,Splitsko-dalmatinska,Split,Lokve,2-sobni,U stambenoj zgradi,Jednoetažni
450000,119,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
315000,153,Splitsko-dalmatinska,Kaštela,Kaštel Stari,4-sobni,U stambenoj zgradi,Jednoetažni
474750,106,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
451374,107,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
185000,82,Splitsko-dalmatinska,Sinj,Sinj,3-sobni,U stambenoj zgradi,Jednoetažni
87000,280,Splitsko-dalmatinska,Sinj,Radošić,3-sobni,U stambenoj zgradi,Jednoetažni
234762,71,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
171000,60,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
250000,66,Splitsko-dalmatinska,Split,Dragovode,3-sobni,U stambenoj zgradi,Jednoetažni
155000,42,Splitsko-dalmatinska,Split,Dragovode,1-sobni,U stambenoj zgradi,Jednoetažni
358536,102,Splitsko-dalmatinska,Split,Sirobuja,2-sobni,U stambenoj zgradi,Jednoetažni
300000,72,Splitsko-dalmatinska,Split,Manuš,3-sobni,U stambenoj zgradi,Dvoetažni
500000,102,Splitsko-dalmatinska,Split,Dobri,3-sobni,U stambenoj zgradi,Jednoetažni
212000,48,Splitsko-dalmatinska,Split,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
200000,30,Splitsko-dalmatinska,Split,Dobri,Garsonijera,U stambenoj zgradi,Jednoetažni
450000,100,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
430000,116,Splitsko-dalmatinska,Split,Varoš,4-sobni,U stambenoj zgradi,Jednoetažni
247000,92,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U kući,Dvoetažni
241216,75,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
265500,64,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
250000,65,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
420000,75,Splitsko-dalmatinska,Split,Blatine,3-sobni,U stambenoj zgradi,Jednoetažni
335000,67,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
545000,72,Splitsko-dalmatinska,Split,Trstenik,2-sobni,U stambenoj zgradi,Jednoetažni
235000,60,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
455000,91,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
215000,50,Splitsko-dalmatinska,Split,Grad,1-sobni,U kući,Dvoetažni
230000,45,Splitsko-dalmatinska,Split,Mejaši,1-sobni,U stambenoj zgradi,Jednoetažni
415000,59,Splitsko-dalmatinska,Split,Radunica,2-sobni,U stambenoj zgradi,Jednoetažni
396000,128,Splitsko-dalmatinska,Supetar,Supetar,3-sobni,U stambenoj zgradi,Dvoetažni
590000,100,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
500000,83,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
470000,75,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
580000,120,Splitsko-dalmatinska,Split,Grad,5+ sobni,U stambenoj zgradi,Jednoetažni
720000,130,Splitsko-dalmatinska,Split,Grad,5+ sobni,U stambenoj zgradi,Jednoetažni
230000,74,Splitsko-dalmatinska,Hvar,Hvar,2-sobni,U stambenoj zgradi,Jednoetažni
459000,62,Splitsko-dalmatinska,Split,Gripe,2-sobni,U stambenoj zgradi,Jednoetažni
450000,112,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
480000,92,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
239360,75,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
188700,63,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
324984,108,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Jednoetažni
437925,145,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Jednoetažni
235584,76,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
299720,101,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Jednoetažni
208785,67,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
234868,69,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
319900,58,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
213044,62,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
252360,84,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
223462,74,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
234000,71,Splitsko-dalmatinska,Solin,Japirko,4-sobni,U stambenoj zgradi,Jednoetažni
180900,44,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
182800,50,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
250000,75,Splitsko-dalmatinska,Solin,Japirko,3-sobni,U stambenoj zgradi,Jednoetažni
140000,35,Splitsko-dalmatinska,Podstrana,Strožanac,1-sobni,U stambenoj zgradi,Jednoetažni
260000,52,Splitsko-dalmatinska,Split,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
260000,66,Splitsko-dalmatinska,Split,Brda,2-sobni,U stambenoj zgradi,Jednoetažni
305000,72,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Višeetažni
248500,71,Splitsko-dalmatinska,Split,Sućidar,2-sobni,U stambenoj zgradi,Jednoetažni
360000,68,Splitsko-dalmatinska,Split,Gripe,2-sobni,U stambenoj zgradi,Jednoetažni
150000,52,Splitsko-dalmatinska,Podgora,Podgora,2-sobni,U kući,Jednoetažni
365000,64,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
308000,36,Splitsko-dalmatinska,Split,Mejaši,1-sobni,U stambenoj zgradi,Jednoetažni
410000,80,Splitsko-dalmatinska,Split,Skalice,3-sobni,U stambenoj zgradi,Jednoetažni
558000,100,Splitsko-dalmatinska,Split,Blatine,2-sobni,U stambenoj zgradi,Jednoetažni
250000,50,Splitsko-dalmatinska,Split,Skalice,2-sobni,U stambenoj zgradi,Jednoetažni
255000,37,Splitsko-dalmatinska,Split,Gripe,Garsonijera,U stambenoj zgradi,Jednoetažni
450000,112,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
650000,99,Splitsko-dalmatinska,Split,Mejaši,3-sobni,U stambenoj zgradi,Jednoetažni
180000,23,Splitsko-dalmatinska,Split,Grad,Garsonijera,U kući,Jednoetažni
185000,32,Splitsko-dalmatinska,Split,Dobri,1-sobni,U kući,Jednoetažni
360000,103,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
630000,240,Splitsko-dalmatinska,Split,Sirobuja,4-sobni,U kući,Jednoetažni
240000,60,Splitsko-dalmatinska,Split,Sukoišan,2-sobni,U stambenoj zgradi,Jednoetažni
212320,72,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
290000,62,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
170000,92,Splitsko-dalmatinska,Trogir - Okolica,Mastrinka,2-sobni,U kući,Jednoetažni
165500,60,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
171300,64,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
179000,55,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
300000,55,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Dvoetažni
175000,67,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
395000,79,Splitsko-dalmatinska,Split,Spinut,3-sobni,U stambenoj zgradi,Jednoetažni
212322,66,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
154182,48,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
297885,93,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
235584,76,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
324984,108,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Jednoetažni
433162,144,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Jednoetažni
152560,47,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
410000,72,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
230880,76,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Višeetažni
215010,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Višeetažni
238576,76,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Višeetažni
222177,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Višeetažni
371000,100,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
212000,61,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Jednoetažni
221160,68,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
192100,56,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
329616,104,Splitsko-dalmatinska,Solin,Japirko,3-sobni,U stambenoj zgradi,Dvoetažni
217161,68,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
186450,56,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
186450,56,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
180000,42,Splitsko-dalmatinska,Split,Visoka,3-sobni,U stambenoj zgradi,Jednoetažni
286000,52,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
195000,69,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
155000,57,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
195000,76,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
249000,52,Splitsko-dalmatinska,Split,Poljud,2-sobni,U stambenoj zgradi,Jednoetažni
255000,59,Splitsko-dalmatinska,Split,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
300000,89,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
253000,66,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Jednoetažni
292000,62,Splitsko-dalmatinska,Trogir,Kopilice,2-sobni,U stambenoj zgradi,Dvoetažni
550000,100,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
972000,108,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
600000,106,Splitsko-dalmatinska,Split,Firule,3-sobni,U stambenoj zgradi,Jednoetažni
2900,63,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
350000,118,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U kući,Jednoetažni
280000,66,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
230000,91,Splitsko-dalmatinska,Omiš,Mimice,3-sobni,U stambenoj zgradi,Jednoetažni
100,111,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
3950,64,Splitsko-dalmatinska,Split,Dragovode,2-sobni,U stambenoj zgradi,Jednoetažni
459000,70,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U stambenoj zgradi,Jednoetažni
237000,64,Splitsko-dalmatinska,Split,Sućidar,2-sobni,U stambenoj zgradi,Jednoetažni
240000,59,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
120000,34,Splitsko-dalmatinska,Dugi Rat,Duće,1-sobni,U stambenoj zgradi,Jednoetažni
120000,20,Splitsko-dalmatinska,Split,Sukoišan,Garsonijera,U stambenoj zgradi,Jednoetažni
185000,61,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Jednoetažni
335000,81,Splitsko-dalmatinska,Split,Bol,3-sobni,U stambenoj zgradi,Jednoetažni
370000,78,Splitsko-dalmatinska,Split,Spinut,2-sobni,U stambenoj zgradi,Jednoetažni
650000,100,Splitsko-dalmatinska,Split,Manuš,4-sobni,U stambenoj zgradi,Jednoetažni
110000,30,Splitsko-dalmatinska,Trogir,Miševac,1-sobni,U stambenoj zgradi,Jednoetažni
375000,86,Splitsko-dalmatinska,Split,Meje,3-sobni,U stambenoj zgradi,Jednoetažni
500000,70,Splitsko-dalmatinska,Split,Duilovo,2-sobni,U stambenoj zgradi,Jednoetažni
320000,70,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U stambenoj zgradi,Jednoetažni
320000,70,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U stambenoj zgradi,Jednoetažni
619000,96,Splitsko-dalmatinska,Split,Grad,4-sobni,U stambenoj zgradi,Jednoetažni
315000,150,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Dvoetažni
165000,74,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
330000,138,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,4-sobni,U stambenoj zgradi,Jednoetažni
260000,90,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
200000,50,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U stambenoj zgradi,Jednoetažni
205000,62,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
275000,121,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,2-sobni,U stambenoj zgradi,Jednoetažni
193500,60,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
300000,50,Splitsko-dalmatinska,Split,Trstenik,1-sobni,U stambenoj zgradi,Jednoetažni
300000,50,Splitsko-dalmatinska,Split,Trstenik,1-sobni,U stambenoj zgradi,Jednoetažni
410000,80,Splitsko-dalmatinska,Split,Table,3-sobni,U stambenoj zgradi,Jednoetažni
205000,43,Splitsko-dalmatinska,Split,Dobri,2-sobni,U stambenoj zgradi,Jednoetažni
276800,102,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U kući,Jednoetažni
353500,130,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U kući,Jednoetažni
250000,79,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
3200,47,Splitsko-dalmatinska,Solin,Japirko,1-sobni,U stambenoj zgradi,Jednoetažni
127000,30,Splitsko-dalmatinska,Split,Dragovode,1-sobni,U stambenoj zgradi,Jednoetažni
329000,63,Splitsko-dalmatinska,Split,Pazdigrad,2-sobni,U stambenoj zgradi,Jednoetažni
250000,55,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
213000,65,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
249000,86,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
175000,57,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
250000,52,Splitsko-dalmatinska,Split,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
199000,76,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
300000,140,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
335000,171,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Dvoetažni
190000,60,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
210000,68,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
190000,62,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
350000,60,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
119000,30,Splitsko-dalmatinska,Kaštela,Kaštel Stari,1-sobni,U stambenoj zgradi,Jednoetažni
320000,160,Splitsko-dalmatinska,Trogir,Trogir,5+ sobni,U stambenoj zgradi,Jednoetažni
220000,79,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
280000,90,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
163200,56,Splitsko-dalmatinska,Solin,Mezanovci,2-sobni,U stambenoj zgradi,Jednoetažni
205000,59,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
235000,60,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
137500,36,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,1-sobni,U stambenoj zgradi,Jednoetažni
230000,87,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,3-sobni,U stambenoj zgradi,Jednoetažni
215000,84,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,2-sobni,U stambenoj zgradi,Dvoetažni
245000,97,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,3-sobni,U stambenoj zgradi,Jednoetažni
199000,76,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
395000,83,Splitsko-dalmatinska,Split,Gripe,3-sobni,U stambenoj zgradi,Jednoetažni
237000,64,Splitsko-dalmatinska,Split,Sućidar,2-sobni,U stambenoj zgradi,Jednoetažni
450000,100,Splitsko-dalmatinska,Split,Bačvice,4-sobni,U stambenoj zgradi,Jednoetažni
270000,79,Splitsko-dalmatinska,Split,Manuš,2-sobni,U stambenoj zgradi,Jednoetažni
200000,49,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
330000,64,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U stambenoj zgradi,Jednoetažni
520000,84,Splitsko-dalmatinska,Split,Firule,2-sobni,U stambenoj zgradi,Jednoetažni
365000,76,Splitsko-dalmatinska,Split,Spinut,2-sobni,U stambenoj zgradi,Jednoetažni
140000,65,Splitsko-dalmatinska,Šolta,Nečujam,3-sobni,U stambenoj zgradi,Dvoetažni
240000,62,Splitsko-dalmatinska,Split,Lovret,2-sobni,U stambenoj zgradi,Jednoetažni
269061,68,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
304870,70,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
310657,75,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
254296,66,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
278712,66,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
194218,51,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
283218,72,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
475000,129,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Dvoetažni
435000,136,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Dvoetažni
560000,126,Splitsko-dalmatinska,Trogir,Trogir,4-sobni,U stambenoj zgradi,Dvoetažni
299900,97,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Višeetažni
455000,129,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Dvoetažni
285000,75,Splitsko-dalmatinska,Marina,Marina,2-sobni,U stambenoj zgradi,Dvoetažni
180000,63,Splitsko-dalmatinska,Sutivan,Sutivan,1-sobni,U stambenoj zgradi,Jednoetažni
650000,100,Splitsko-dalmatinska,Split,Meje,3-sobni,U stambenoj zgradi,Jednoetažni
215000,70,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Dvoetažni
280000,72,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Jednoetažni
440000,110,Splitsko-dalmatinska,Supetar,Supetar,4-sobni,U stambenoj zgradi,Dvoetažni
460000,89,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
330000,95,Splitsko-dalmatinska,Trogir - Okolica,Mastrinka,4-sobni,U stambenoj zgradi,Jednoetažni
225000,82,Splitsko-dalmatinska,Baška Voda,Krvavica,3-sobni,U kući,Jednoetažni
490000,93,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
300000,80,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
185000,56,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Jednoetažni
205000,61,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Jednoetažni
335000,67,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
319000,88,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
290000,81,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
230546,60,Splitsko-dalmatinska,Split,Dragovode,2-sobni,U stambenoj zgradi,Jednoetažni
180000,75,Splitsko-dalmatinska,Šolta,Gornje Selo,3-sobni,U stambenoj zgradi,Višeetažni
119000,30,Splitsko-dalmatinska,Kaštela,Kaštel Stari,1-sobni,U stambenoj zgradi,Jednoetažni
450000,112,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
290000,74,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
205000,80,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
305000,80,Splitsko-dalmatinska,Split,Marjan,3-sobni,U stambenoj zgradi,Jednoetažni
165000,33,Splitsko-dalmatinska,Split,Grad,1-sobni,U kući,Jednoetažni
200000,120,Splitsko-dalmatinska,Trogir,Kopilice,3-sobni,U kući,Jednoetažni
305000,84,Splitsko-dalmatinska,Split,Spinut,3-sobni,U stambenoj zgradi,Jednoetažni
619000,96,Splitsko-dalmatinska,Split,Grad,4-sobni,U stambenoj zgradi,Jednoetažni
110000,36,Splitsko-dalmatinska,Postira,Postira,2-sobni,U stambenoj zgradi,Jednoetažni
155000,64,Splitsko-dalmatinska,Trogir,Kopilice,2-sobni,U stambenoj zgradi,Višeetažni
285000,69,Splitsko-dalmatinska,Solin,Sveti Kajo,3-sobni,U stambenoj zgradi,Jednoetažni
451374,132,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
474750,141,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
173800,54,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
168400,54,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
165300,51,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
400000,59,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
235000,61,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
335000,59,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
170000,44,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
170000,58,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
160100,51,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
400000,112,Splitsko-dalmatinska,Seget,Seget Vranjica,4-sobni,U stambenoj zgradi,Jednoetažni
149000,42,Splitsko-dalmatinska,Omiš,Borak,2-sobni,U stambenoj zgradi,Jednoetažni
159000,57,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
171000,60,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
139000,30,Splitsko-dalmatinska,Kaštela,Kaštel Stari,1-sobni,U stambenoj zgradi,Jednoetažni
388281,133,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
377058,130,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
165532,57,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
207959,71,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
377058,130,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
315000,112,Splitsko-dalmatinska,Hvar,Hvar,5+ sobni,U stambenoj zgradi,Jednoetažni
237652,89,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
237652,89,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
685000,243,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Dvoetažni
210000,58,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
