Price,Living area,County,City,Neighborhood,Number of rooms,Type of flat,Number of floors
200000,65,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
600000,121,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U stambenoj zgradi,Jednoetažni
335000,95,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
240000,73,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
235000,61,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
210000,59,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
160000,44,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
235000,72,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
225000,65,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
220000,60,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
680000,168,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
180000,44,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
225000,61,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
230000,75,Splitsko-dalmatinska,Klis,Klis,3-sobni,U stambenoj zgradi,Jednoetažni
159000,54,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
178000,65,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
160000,62,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
175000,69,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
183000,55,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
425909,106,Splitsko-dalmatinska,Marina,Marina,4-sobni,U stambenoj zgradi,Jednoetažni
187000,66,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
685000,223,Splitsko-dalmatinska,Marina,Marina,4-sobni,U stambenoj zgradi,Jednoetažni
685000,213,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
685000,223,Splitsko-dalmatinska,Marina,Marina,4-sobni,U stambenoj zgradi,Jednoetažni
685000,243,Splitsko-dalmatinska,Marina,Marina,4-sobni,U stambenoj zgradi,Dvoetažni
455000,78,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
195000,79,Splitsko-dalmatinska,Kaštela,Kaštel Stari,4-sobni,U stambenoj zgradi,Jednoetažni
216000,71,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
232000,76,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
223000,71,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
230000,71,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
247000,76,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
199850,57,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
305000,80,Splitsko-dalmatinska,Split,Spinut,3-sobni,U stambenoj zgradi,Jednoetažni
201215,57,Splitsko-dalmatinska,Tučepi,Tučepi,3-sobni,U kući,Jednoetažni
335000,67,Splitsko-dalmatinska,Split,Dobri,2-sobni,U stambenoj zgradi,Jednoetažni
136211,36,Splitsko-dalmatinska,Kaštela,Kaštel Novi,1-sobni,U stambenoj zgradi,Jednoetažni
230000,52,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
275000,79,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
256000,92,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
325000,105,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
475000,147,Splitsko-dalmatinska,Marina,Sevid,2-sobni,U stambenoj zgradi,Dvoetažni
240000,44,Splitsko-dalmatinska,Split - Okolica,Stobreč,2-sobni,U stambenoj zgradi,Jednoetažni
335000,171,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
116000,30,Splitsko-dalmatinska,Solin,Japirko,Garsonijera,U stambenoj zgradi,Jednoetažni
255745,86,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
175350,58,Splitsko-dalmatinska,Selca,Sumartin,2-sobni,U stambenoj zgradi,Jednoetažni
195000,116,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Jednoetažni
138552,63,Splitsko-dalmatinska,Sinj,Sinj,2-sobni,U stambenoj zgradi,Jednoetažni
300000,139,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
163970,43,Splitsko-dalmatinska,Split,Dragovode,1-sobni,U stambenoj zgradi,Jednoetažni
273238,79,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Višeetažni
199990,76,Splitsko-dalmatinska,Solin,Ninčevići,2-sobni,U stambenoj zgradi,Jednoetažni
260000,46,Splitsko-dalmatinska,Split,Manuš,2-sobni,U stambenoj zgradi,Jednoetažni
430000,72,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
320000,53,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
191925,42,Splitsko-dalmatinska,Dugi Rat,Jesenice,1-sobni,U stambenoj zgradi,Jednoetažni
850000,139,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
260000,70,Splitsko-dalmatinska,Split,Bol,2-sobni,U kući,Jednoetažni
238625,77,Splitsko-dalmatinska,Solin,Centar,2-sobni,U kući,Jednoetažni
445000,108,Splitsko-dalmatinska,Split,Blatine,3-sobni,U stambenoj zgradi,Jednoetažni
675000,240,Splitsko-dalmatinska,Split,Ravne njive,3-sobni,U stambenoj zgradi,Jednoetažni
370000,63,Splitsko-dalmatinska,Split,Lokve,2-sobni,U stambenoj zgradi,Jednoetažni
189900,69,Splitsko-dalmatinska,Solin,Ninčevići,2-sobni,U stambenoj zgradi,Jednoetažni
164990,56,Splitsko-dalmatinska,Solin,Ninčevići,2-sobni,U stambenoj zgradi,Jednoetažni
179990,76,Splitsko-dalmatinska,Solin,Ninčevići,2-sobni,U stambenoj zgradi,Jednoetažni
220000,43,Splitsko-dalmatinska,Baška Voda,Baška Voda,2-sobni,U stambenoj zgradi,Jednoetažni
255000,72,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Jednoetažni
350000,122,Splitsko-dalmatinska,Split,Škrape,3-sobni,U kući,Jednoetažni
190000,66,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Jednoetažni
250000,92,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
215000,83,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
240000,70,Splitsko-dalmatinska,Split,Pujanke,3-sobni,U stambenoj zgradi,Jednoetažni
149000,41,Splitsko-dalmatinska,Omiš,Omiš,2-sobni,U stambenoj zgradi,Jednoetažni
194000,41,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
179700,48,Splitsko-dalmatinska,Solin,Japirko,3-sobni,U stambenoj zgradi,Jednoetažni
251000,76,Splitsko-dalmatinska,Solin,Japirko,3-sobni,U stambenoj zgradi,Jednoetažni
209000,52,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
172500,47,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
244710,54,Splitsko-dalmatinska,Gradac,Zaostrog,3-sobni,U stambenoj zgradi,Jednoetažni
248500,71,Splitsko-dalmatinska,Solin,Sveti Kajo,3-sobni,U stambenoj zgradi,Jednoetažni
213500,61,Splitsko-dalmatinska,Solin,Sveti Kajo,2-sobni,U stambenoj zgradi,Jednoetažni
172000,61,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
235000,60,Splitsko-dalmatinska,Split,Plokite,1-sobni,U stambenoj zgradi,Jednoetažni
351700,82,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
325000,128,Splitsko-dalmatinska,Split,Škrape,2-sobni,U stambenoj zgradi,Jednoetažni
245000,66,Splitsko-dalmatinska,Split,Dragovode,3-sobni,U stambenoj zgradi,Jednoetažni
460000,129,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Dvoetažni
18000,11,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,1-sobni,U stambenoj zgradi,Višeetažni
320000,70,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U kući,Jednoetažni
247974,70,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
285000,130,Splitsko-dalmatinska,Stari Grad,Stari Grad,4-sobni,U kući,Jednoetažni
209600,56,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
320600,96,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
142710,42,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
275000,73,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U kući,Jednoetažni
270000,61,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U kući,Jednoetažni
230000,112,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
185000,65,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
243750,81,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
225000,49,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
165478,48,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
176390,56,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
206367,66,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
310000,72,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
362447,84,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
240840,66,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
262556,93,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
249500,80,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
215010,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
237000,79,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
168000,56,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
159030,51,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
250000,65,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
164304,45,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
190000,55,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
231350,66,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
231350,66,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
157556,46,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
347535,77,Splitsko-dalmatinska,Podgora,Živogošće,2-sobni,U stambenoj zgradi,Jednoetažni
230000,49,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Višeetažni
159000,59,Splitsko-dalmatinska,Supetar,Supetar,3-sobni,U stambenoj zgradi,Jednoetažni
179000,53,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
1500,95,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
390000,100,Splitsko-dalmatinska,Split,Grad,4-sobni,U stambenoj zgradi,Jednoetažni
170000,31,Splitsko-dalmatinska,Split,Varoš,2-sobni,U stambenoj zgradi,Jednoetažni
520000,44,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
160035,52,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
230000,58,Splitsko-dalmatinska,Split,Ravne njive,2-sobni,U stambenoj zgradi,Jednoetažni
380000,127,Splitsko-dalmatinska,Klis,Klis,3-sobni,U stambenoj zgradi,Dvoetažni
450000,227,Splitsko-dalmatinska,Split - Okolica,Stobreč,5+ sobni,U kući,Jednoetažni
530000,110,Splitsko-dalmatinska,Split,Dobri,5+ sobni,U stambenoj zgradi,Jednoetažni
234000,64,Splitsko-dalmatinska,Split,Sućidar,2-sobni,U stambenoj zgradi,Jednoetažni
3500,80,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
3500,107,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
265000,51,Splitsko-dalmatinska,Split,Dobri,2-sobni,U stambenoj zgradi,Jednoetažni
200000,124,Splitsko-dalmatinska,Trogir,Trogir,4-sobni,U kući,Jednoetažni
399000,170,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
217000,106,Splitsko-dalmatinska,Solin,Sveti Kajo,2-sobni,U stambenoj zgradi,Jednoetažni
249000,96,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,3-sobni,U kući,Jednoetažni
232600,62,Splitsko-dalmatinska,Gradac,Drvenik,3-sobni,U stambenoj zgradi,Jednoetažni
245200,62,Splitsko-dalmatinska,Gradac,Drvenik,3-sobni,U stambenoj zgradi,Jednoetažni
153700,42,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
215400,56,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
279200,71,Splitsko-dalmatinska,Gradac,Drvenik,3-sobni,U stambenoj zgradi,Jednoetažni
445000,129,Splitsko-dalmatinska,Marina,Sevid,4-sobni,U stambenoj zgradi,Jednoetažni
230000,45,Splitsko-dalmatinska,Split,Dragovode,1-sobni,U stambenoj zgradi,Jednoetažni
715000,130,Splitsko-dalmatinska,Split,Firule,3-sobni,U stambenoj zgradi,Jednoetažni
240000,84,Splitsko-dalmatinska,Supetar,Supetar,3-sobni,U stambenoj zgradi,Dvoetažni
186900,53,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
240000,60,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
250000,81,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Dvoetažni
246180,44,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
353500,129,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U stambenoj zgradi,Jednoetažni
215010,71,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
300000,77,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
251000,221,Splitsko-dalmatinska,Solin,Rupotina,3-sobni,U stambenoj zgradi,Jednoetažni
234000,81,Splitsko-dalmatinska,Solin,Rupotina,3-sobni,U stambenoj zgradi,Jednoetažni
390000,150,Splitsko-dalmatinska,Split - Okolica,Kamen,4-sobni,U stambenoj zgradi,Jednoetažni
275000,60,Splitsko-dalmatinska,Split,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
280000,64,Splitsko-dalmatinska,Split,Split 3,2-sobni,U stambenoj zgradi,Jednoetažni
199000,47,Splitsko-dalmatinska,Split,Bol,1-sobni,U stambenoj zgradi,Jednoetažni
260000,90,Splitsko-dalmatinska,Split,Pujanke,3-sobni,U stambenoj zgradi,Jednoetažni
690000,170,Splitsko-dalmatinska,Seget,Seget Donji,4-sobni,U stambenoj zgradi,Jednoetažni
130000,48,Splitsko-dalmatinska,Seget,Seget Donji,Garsonijera,U stambenoj zgradi,Jednoetažni
595000,120,Splitsko-dalmatinska,Split,Grad,5+ sobni,U kući,Jednoetažni
400000,97,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
253000,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
399000,170,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
150000,59,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
500000,84,Splitsko-dalmatinska,Split,Lovret,3-sobni,U stambenoj zgradi,Jednoetažni
599000,134,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
224000,30,Splitsko-dalmatinska,Split,Manuš,2-sobni,U stambenoj zgradi,Jednoetažni
274000,60,Splitsko-dalmatinska,Split,Plokite,3-sobni,U stambenoj zgradi,Jednoetažni
599999,106,Splitsko-dalmatinska,Okrug,Okrug Donji,4-sobni,U stambenoj zgradi,Jednoetažni
245000,72,Splitsko-dalmatinska,Split,Bačvice,4-sobni,U stambenoj zgradi,Jednoetažni
280000,66,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
175000,63,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
370000,63,Splitsko-dalmatinska,Split,Lokve,2-sobni,U stambenoj zgradi,Jednoetažni
215000,86,Splitsko-dalmatinska,Marina,Marina,2-sobni,U stambenoj zgradi,Jednoetažni
172000,43,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
99900,30,Splitsko-dalmatinska,Pučišća,Pučišća,2-sobni,U stambenoj zgradi,Jednoetažni
248500,49,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
423400,106,Splitsko-dalmatinska,Pučišća,Pučišća,4-sobni,U stambenoj zgradi,Višeetažni
289000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
289000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
305000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
293500,88,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
255000,74,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
329000,93,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
299000,82,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
368000,111,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
212000,106,Splitsko-dalmatinska,Solin,Sveti Kajo,3-sobni,U stambenoj zgradi,Jednoetažni
205000,77,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
210000,77,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
220000,77,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
180000,62,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
175000,62,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
180000,62,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
185000,62,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
190000,62,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
250000,93,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
236000,93,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Jednoetažni
325000,75,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
270000,64,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
375000,81,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
289000,88,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
240000,70,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
290000,81,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
300000,85,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
209700,56,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
310300,79,Splitsko-dalmatinska,Gradac,Drvenik,3-sobni,U stambenoj zgradi,Jednoetažni
270270,69,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
336765,86,Splitsko-dalmatinska,Split - Okolica,Slatine,3-sobni,U stambenoj zgradi,Jednoetažni
246870,60,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
349767,70,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
331684,65,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
278400,61,Splitsko-dalmatinska,Pučišća,Pučišća,4-sobni,U stambenoj zgradi,Dvoetažni
406000,82,Splitsko-dalmatinska,Pučišća,Pučišća,3-sobni,U stambenoj zgradi,Jednoetažni
248950,49,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
278000,88,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
305000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
209500,63,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
305000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
730000,169,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
710000,162,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
132000,39,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
280000,68,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
400000,65,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
349560,120,Splitsko-dalmatinska,Solin,Japirko,3-sobni,U stambenoj zgradi,Jednoetažni
213795,47,Splitsko-dalmatinska,Hvar,Hvar,2-sobni,U stambenoj zgradi,Jednoetažni
475000,129,Splitsko-dalmatinska,Marina,Sevid,4-sobni,U stambenoj zgradi,Jednoetažni
435000,136,Splitsko-dalmatinska,Marina,Sevid,4-sobni,U stambenoj zgradi,Jednoetažni
305000,75,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
285000,64,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
100,100,Splitsko-dalmatinska,Trogir - Okolica,Arbanija,3-sobni,U stambenoj zgradi,Jednoetažni
290000,146,Splitsko-dalmatinska,Split - Okolica,Kamen,4-sobni,U stambenoj zgradi,Jednoetažni
314867,101,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Višeetažni
186900,53,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Višeetažni
217320,54,Splitsko-dalmatinska,Split,Sirobuja,2-sobni,U stambenoj zgradi,Jednoetažni
192000,48,Splitsko-dalmatinska,Split,Sirobuja,2-sobni,U stambenoj zgradi,Jednoetažni
177975,56,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
217350,66,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
255000,72,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Jednoetažni
186900,53,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Višeetažni
202771,65,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Višeetažni
180000,61,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
210000,70,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
192100,56,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
329615,104,Splitsko-dalmatinska,Solin,Centar,3-sobni,U stambenoj zgradi,Dvoetažni
329615,104,Splitsko-dalmatinska,Solin,Centar,3-sobni,U stambenoj zgradi,Dvoetažni
218120,67,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
504560,144,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Višeetažni
280128,87,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Višeetažni
